alpha,rho,detection_mode,update_buffer,shadow_method,tau_s,tau_h,shadow_alpha,shadow_beta,kernel_opening_size,kernel_closing_size,morph_shape,morph_op,min_area,merge_dist,mAP
5.3773447657403715,0.04432257124413261,gray,2,hsv,46,95,0.5007006533708416,0.9402123243911729,3,11,rect,close,590,10,0.6618115780844664
5.247459685046922,0.045238690132851096,gray,2,hsv,46,95,0.5002327763485506,0.9404015198821998,3,11,rect,close,600,10,0.6514948705791785
5.240992389765647,0.046273879416200425,gray,2,hsv,43,96,0.5014404851717387,0.9403298489106738,3,11,rect,close,583,10,0.6476525203771389
5.359179108062884,0.044417736012416005,gray,2,hsv,49,93,0.5094410171952014,0.9395670469882148,3,11,rect,close,584,10,0.6610455185837105
5.382003180686751,0.03712995373246987,gray,2,hsv,79,93,0.508217477231085,0.9356303711315678,3,11,rect,close,571,11,0.6490690875604044
5.367399606922861,0.036905217352363774,gray,2,hsv,49,93,0.5081814566410262,0.9374633713151509,3,11,rect,close,578,10,0.660102186486315
5.35075409761949,0.040737113827868876,gray,2,hsv,49,93,0.5082388745247303,0.943024783208622,3,11,rect,close,578,10,0.6585209729305462
5.362956361673194,0.041888681328045706,gray,2,hsv,49,93,0.508530324852873,0.9441864558797879,3,11,rect,close,587,10,0.6605600688089899
5.392059981376983,0.04143214717096645,gray,2,hsv,49,94,0.5083243677693902,0.9440672045517491,3,11,rect,close,579,10,0.6613312568769603
5.355210419425293,0.04283603913687586,gray,2,hsv,46,93,0.5077151534766119,0.9451211593537631,3,11,rect,close,577,10,0.6581524766630604
5.312377673293185,0.04348583949528965,gray,2,hsv,46,94,0.506513586403295,0.9371438936661236,3,11,rect,close,583,10,0.6556315866974052
5.3552996553467604,0.04329027778823862,gray,2,hsv,45,94,0.5124794876834379,0.9464100749043998,3,11,rect,close,577,10,0.6569729006317566
5.357496263499476,0.042480888280259047,gray,2,hsv,48,93,0.5101181597770976,0.9458450580827634,3,11,rect,close,575,10,0.6589737593179577
5.379374903622104,0.042192492678191765,gray,2,hsv,49,92,0.5093718744037202,0.9328297935456666,3,11,rect,close,600,10,0.6628554993591367
